date,unscheduled,forecast,confcall,ChairPerson,Rate,RateDiff,RateDecision,GDP_date,GDP_value,GDP_diff_prev,GDP_diff_year,GDPPOT_date,GDPPOT_value,GDPPOT_diff_prev,GDPPOT_diff_year,PCE_date,PCE_value,PCE_diff_prev,PCE_diff_year,CPI_date,CPI_value,CPI_diff_prev,CPI_diff_year,Unemp_date,Unemp_value,Unemp_diff_prev,Unemp_diff_year,Employ_date,Employ_value,Employ_diff_prev,Employ_diff_year,PMI_date,PMI_value,PMI_diff_prev,PMI_diff_year,NMI_date,NMI_value,NMI_diff_prev,NMI_diff_year,Rsales_date,Rsales_value,Rsales_diff_prev,Rsales_diff_year,Hsales_date,Hsales_value,Hsales_diff_prev,Hsales_diff_year,Taylor,Balanced,Inertia,Taylor-Rate,Balanced-Rate,Inertia-Rate,Taylor_diff,Balanced_diff,Inertia_diff
1982-10-05,False,False,False,Paul Volcker,9.5,-0.5,-1,1982-04-01,6845.337666666666,-0.7289700170355489,-0.6336719905893526,1982-04-01,7216.092825,0.7544739407734659,2.8934998217820187,1982-08-01,47.43866666666667,0.5362873373661605,6.502806590715378,1982-08-01,97.39999999999999,0.6225400923271333,6.568330110939289,1982-09-01,-9.9,-0.16666666666666666,-2.5000000000000004,1982-09-01,89355.66666666667,-227.33333333333334,-2192.0,1982-09-01,38.5,0.16666666666666666,-7.333333333333336,,,,,,,,,1982-09-01,421.0,9.355500955500956,12.328870178831508,,,,,,,,,
1982-11-16,False,False,False,Paul Volcker,9.0,-0.5,-1,1982-07-01,6811.207666666666,-0.493215079438476,-1.9189461872882692,1982-07-01,7271.542185999999,0.7683608540899614,2.993658881971454,1982-09-01,47.672333333333334,0.49308744394459997,6.344562086160539,1982-10-01,97.83333333333333,0.2048482621665816,5.312778831303901,1982-10-01,-10.1,-0.19999999999999987,-2.466666666666667,1982-10-01,89151.0,-204.66666666666666,-2323.0,1982-10-01,38.83333333333333,0.3333333333333333,-4.766666666666668,,,,,,,,,1982-10-01,456.0,8.835750435750436,28.27037021793576,,,,,,,,,
1982-12-21,False,False,False,Paul Volcker,8.5,0.0,0,1982-07-01,6811.207666666666,-0.493215079438476,-1.9189461872882692,1982-07-01,7271.542185999999,0.7683608540899614,2.993658881971454,1982-10-01,47.905,0.48783057858914747,6.183181967851309,1982-11-01,97.93333333333334,0.10249326072901233,4.8168851975205405,1982-11-01,-10.433333333333334,-0.3333333333333333,-2.5,1982-11-01,88958.66666666667,-192.33333333333334,-2384.0,1982-11-01,39.13333333333333,0.3000000000000019,-0.40000000000000097,,,,,,,,,1982-11-01,505.0,11.13019488019488,40.721776997440266,,,,,,,,,
1983-01-14,False,False,True,Paul Volcker,8.5,0.0,0,1982-07-01,6811.207666666666,-0.493215079438476,-1.9189461872882692,1982-07-01,7271.542185999999,0.7683608540899614,2.993658881971454,1982-11-01,48.12433333333333,0.4579300870931431,6.02056010052183,1982-12-01,97.93333333333334,0.00045244440248269163,4.445149725547759,1982-12-01,-10.666666666666666,-0.2333333333333337,-2.4333333333333336,1982-12-01,88821.33333333333,-137.33333333333334,-2327.3333333333335,1982-12-01,40.46666666666666,1.3333333333333333,2.5,,,,,,,,,1982-12-01,518.3333333333334,3.084029252801816,31.287338350747792,6.554230448513645,2.943756533542295,7.222603186635322,-2.4624362181530217,-6.072910133124372,-1.7940634800313449,,,
1983-01-21,False,False,True,Paul Volcker,8.5,0.0,0,1982-07-01,6811.207666666666,-0.493215079438476,-1.9189461872882692,1982-07-01,7271.542185999999,0.7683608540899614,2.993658881971454,1982-11-01,48.12433333333333,0.4579300870931431,6.02056010052183,1982-12-01,97.93333333333334,0.00045244440248269163,4.445149725547759,1982-12-01,-10.666666666666666,-0.2333333333333337,-2.4333333333333336,1982-12-01,88821.33333333333,-137.33333333333334,-2327.3333333333335,1982-12-01,40.46666666666666,1.3333333333333333,2.5,,,,,,,,,1982-12-01,518.3333333333334,3.084029252801816,31.287338350747792,6.452286271718193,2.796785833516709,7.178537680528049,-2.486602617170696,-6.142103055372179,-1.7603512083608406,-0.10194417679545253,-0.146970700025586,-0.044065506107272334
1983-01-28,False,False,True,Paul Volcker,8.5,0.0,0,1982-07-01,6811.207666666666,-0.493215079438476,-1.9189461872882692,1982-07-01,7271.542185999999,0.7683608540899614,2.993658881971454,1982-11-01,48.12433333333333,0.4579300870931431,6.02056010052183,1982-12-01,97.93333333333334,0.00045244440248269163,4.445149725547759,1982-12-01,-10.666666666666666,-0.2333333333333337,-2.4333333333333336,1982-12-01,88821.33333333333,-137.33333333333334,-2327.3333333333335,1982-12-01,40.46666666666666,1.3333333333333333,2.5,,,,,,,,,1982-12-01,518.3333333333334,3.084029252801816,31.287338350747792,6.350342094922741,2.649815133491123,7.134472174420775,-2.5107690161883696,-6.211295977619988,-1.7266389366903356,-0.10194417679545165,-0.146970700025586,-0.04406550610727411
1983-02-09,False,False,False,Paul Volcker,8.5,0.0,0,1982-10-01,6813.749,0.03794850499891703,-1.669881919373397,1982-10-01,7328.128839666667,0.7781498523814604,3.0686696874761483,1982-12-01,48.33599999999999,0.44038750886694694,5.940830265152624,1982-12-01,97.93333333333334,0.00045244440248269163,4.445149725547759,1983-01-01,-10.666666666666666,0.0,-2.2000000000000006,1983-01-01,88849.0,27.666666666666668,-2028.0,1983-01-01,42.666666666666664,2.2000000000000006,5.3,,,,,,,,,1983-01-01,552.3333333333334,7.0560804417436005,39.06090943037652,6.252331965860337,2.508184740464627,7.042383400041417,-2.4754458119174396,-6.2195930373131505,-1.6853943777363611,-0.0980101290624038,-0.14163039302649594,-0.09208877437935836
1983-03-29,False,False,False,Paul Volcker,8.625,0.125,1,1982-10-01,6813.749,0.03794850499891703,-1.669881919373397,1982-10-01,7328.128839666667,0.7781498523814604,3.0686696874761483,1983-01-01,48.55733333333333,0.4575566629241836,5.87238340806707,1983-02-01,97.86666666666667,0.0002436292238172146,3.6726776435367565,1983-02-01,-10.533333333333333,0.13333333333333344,-1.8666666666666671,1983-02-01,88892.66666666667,43.666666666666664,-1781.6666666666667,1983-02-01,47.73333333333333,5.0666666666666655,9.633333333333333,,,,,,,,,1983-02-01,555.0,0.7717161805752148,42.0430510067948,5.878441045223919,1.935958334480771,6.934606249827885,-2.6215589547760803,-6.564041665519229,-1.5653937501721158,-0.37389092063641804,-0.572226405983856,-0.10777715021353185
1983-04-29,False,False,True,Paul Volcker,8.625,0.0,0,1982-10-01,6813.749,0.03794850499891703,-1.669881919373397,1982-10-01,7328.128839666667,0.7781498523814604,3.0686696874761483,1983-02-01,48.779666666666664,0.45792948897915625,5.8738637600754044,1983-03-01,98.0,0.1362980509925218,3.5942002398296093,1983-03-01,-10.366666666666667,0.16666666666666666,-1.5333333333333339,1983-03-01,88999.0,106.33333333333333,-1521.6666666666667,1983-03-01,51.43333333333334,3.7000000000000006,13.666666666666666,,,,,,,,,1983-03-01,580.0,4.773883102047865,57.16102180760766,5.742154841852533,1.6715804634891638,7.008499041587736,-2.798122935925245,-6.868697314288613,-1.5317787361900412,-0.13628620337138653,-0.26437787099160714,0.0738927917598513
1983-05-24,False,False,False,Paul Volcker,8.75,0.125,1,1983-01-01,6835.852333333333,0.3251648586708626,-0.8558740113766682,1983-01-01,7385.381494,0.7812689166272522,3.1180638074805267,1983-03-01,48.97133333333334,0.39391343061550566,5.783804983405296,1983-04-01,98.3,0.3059144855277773,3.691657866948253,1983-04-01,-10.3,0.06666666666666703,-1.2333333333333332,1983-04-01,89123.66666666667,124.66666666666667,-1258.6666666666667,1983-04-01,54.166666666666664,2.7333333333333343,16.533333333333335,,,,,,,,,1983-04-01,598.6666666666666,3.2201252709967534,67.177160493427,5.700673437848893,1.6929058331112963,7.034814125033305,-2.874326562151107,-6.882094166888703,-1.5401858749666948,-0.04148140400363953,0.021325369622132495,0.026315083445568987
