date,FXUSDCAD,RSI
2017-08-29,1.2515,38.89980353634563
2017-08-30,1.2605,45.41465555068034
2017-08-31,1.2536,53.50734094616637
2017-09-01,1.239,54.04089581304775
2017-09-05,1.2371,47.36842105263138
2017-09-06,1.2264,49.28806133625394
2017-09-07,1.2148,46.48760330578491
2017-09-08,1.2132,43.98826979472126
2017-09-11,1.2128,43.77431906614764
2017-09-12,1.2159,44.598612487611284
2017-09-13,1.2187,47.8706869754428
2017-09-14,1.2198,43.867166577396695
2017-09-15,1.2182,38.803719527519334
2017-09-18,1.2238,38.51334497380881
2017-09-19,1.2277,41.21154304793691
2017-09-20,1.2273,34.87450462351386
2017-09-21,1.2339,38.15028901734101
2017-09-22,1.2317,48.86672710788747
2017-09-25,1.2341,48.6023444544634
2017-09-26,1.237,55.11527377521625
2017-09-27,1.2412,74.11273486430066
2017-09-28,1.245,75.90221187427264
2017-09-29,1.248,72.2222222222223
2017-10-02,1.2505,72.16699801192851
2017-10-03,1.25,72.00000000000011
2017-10-04,1.2479,76.74546454095682
2017-10-05,1.2548,74.89270386266136
2017-10-06,1.2549,75.57411273486466
2017-10-10,1.2501,73.46938775510237
2017-10-11,1.2498,60.00000000000024
2017-10-12,1.2472,61.95965417867467
2017-10-13,1.2487,61.02175969725679
2017-10-16,1.2529,60.17399710004862
2017-10-17,1.2548,61.38706654170588
2017-10-18,1.2486,59.18771669143157
2017-10-19,1.2478,51.080050825921084
2017-10-20,1.2601,53.5570469798658
2017-10-23,1.2644,64.4642245806233
2017-10-24,1.2666,61.417322834645844
2017-10-25,1.2771,58.678847505270774
2017-10-26,1.2831,61.13681427627258
2017-10-27,1.2874,64.58897922312586
2017-10-30,1.2837,67.93810723281797
2017-10-31,1.2893,61.199351701783016
2017-11-01,1.2885,59.683496608892284
2017-11-02,1.2822,66.47230320699734
2017-11-03,1.2764,62.31807356443524
2017-11-06,1.2746,62.1448212648947
2017-11-07,1.2785,66.86390532544388
2017-11-08,1.2729,62.51591545709193
2017-11-09,1.2692,56.79012345679007
2017-11-10,1.2683,57.78511557023127
2017-11-14,1.2733,62.89569278671513
2017-11-15,1.2773,58.11364967779749
2017-11-16,1.2745,56.0540872771975
2017-11-17,1.2783,57.001027045532226
2017-11-20,1.2793,56.29536131271687
2017-11-21,1.2778,50.55337379507352
2017-11-22,1.2729,49.929478138223054
2017-11-23,1.2715,51.193058568329775
2017-11-24,1.2708,55.616653574234284
2017-11-27,1.2735,56.84464070654359
2017-11-28,1.2807,55.11482254697312
2017-11-29,1.2853,63.49024110218131
2017-11-30,1.2888,66.53605015673936
2017-12-01,1.2729,63.753007217321134
2017-12-04,1.2695,45.78587699316613
2017-12-05,1.268,46.50349650349652
2017-12-06,1.2757,47.58497316636859
2017-12-07,1.2843,51.53019023986773
2017-12-08,1.286,57.73022361144497
2017-12-11,1.2854,52.60594252313686
2017-12-12,1.2871,56.76741130092002
2017-12-13,1.2852,51.601423487544366
2017-12-14,1.2805,50.28007468658312
2017-12-15,1.2834,51.724137931034434
2017-12-18,1.2865,48.44818516570239
2017-12-19,1.2886,47.198275862068854
2017-12-20,1.2842,45.9757442116869
2017-12-21,1.2734,59.08607863974519
2017-12-22,1.2759,49.925172104160474
2017-12-27,1.2641,45.811914121560406
2017-12-28,1.2588,36.15999999999987
2017-12-29,1.2545,29.253731343283334
2018-01-02,1.2517,31.001890359167888
2018-01-03,1.2533,29.96345919610198
2018-01-04,1.2515,29.792429792429857
2018-01-05,1.2403,29.837970039743254
2018-01-08,1.2422,27.141268075639573
2018-01-09,1.2454,25.4835039817973
2018-01-10,1.2496,25.652667423382667
2018-01-11,1.2535,29.035752979415065
2018-01-12,1.2504,29.60156440967988
2018-01-15,1.2422,33.37007440066134
2018-01-16,1.2419,32.80687170961498
2018-01-17,1.2425,39.02439024390259
2018-01-18,1.2446,36.174496644295374
2018-01-19,1.2459,35.37735849056605
2018-01-22,1.2458,32.324621733149954
2018-01-23,1.2454,37.377761680550506
2018-01-24,1.2341,38.75328576793095
2018-01-25,1.2323,38.651685393258475
2018-01-26,1.2321,41.463414634146375
2018-01-29,1.2335,43.25290437890966
2018-01-30,1.2328,36.94141012909646
2018-01-31,1.2293,31.764705882353027
2018-02-01,1.2288,31.435963777490613
2018-02-02,1.238,39.25686591276264
2018-02-05,1.2483,55.80506450071672
2018-02-06,1.253,67.75880097594978
2018-02-07,1.2546,69.93825154371132
2018-02-08,1.2585,70.17091260883574
2018-02-09,1.2609,66.3517220359645
2018-02-12,1.2603,61.46788990825663
2018-02-13,1.26,79.73026576755241
2018-02-14,1.2562,83.19536423841056
2018-02-15,1.2507,75.33733133433273
2018-02-16,1.254,71.53772683858627
2018-02-20,1.2622,68.12059012187308
2018-02-21,1.2671,71.80500658761503
2018-02-22,1.2709,67.87963610916728
2018-02-23,1.2668,65.25359576078728
2018-02-26,1.2686,58.90804597701148
2018-02-27,1.274,56.65024630541878
2018-02-28,1.2809,59.561682573347554
2018-03-01,1.2851,61.59785162806311
2018-03-02,1.2891,62.724014336917584
2018-03-05,1.2977,57.96113194681205
2018-03-06,1.2898,53.35885833623382
2018-03-07,1.2947,46.695095948827266
2018-03-08,1.2927,45.9016393442623
2018-03-09,1.284,53.03589399530355
2018-03-12,1.283,46.56029296364117
2018-03-13,1.2912,51.08359133126933
2018-03-14,1.2944,53.710937499999964
2018-03-15,1.3032,51.697699890470965
2018-03-16,1.3088,55.137334689725265
2018-03-19,1.3079,55.22842639593902
2018-03-20,1.3077,59.15317559153185
2018-03-21,1.2958,64.19570051890302
2018-03-22,1.2908,58.44486934353101
2018-03-23,1.2856,56.642066420664115
2018-03-26,1.2886,58.46227088788385
2018-03-27,1.2869,56.90293899728327
2018-03-28,1.2902,57.11452652454137
2018-03-29,1.2894,59.11602209944749
2018-04-02,1.2908,59.30324623911339
2018-04-03,1.2812,53.45608210081502
2018-04-04,1.2809,50.04245683555036
2018-04-05,1.2776,45.66959175887052
2018-04-06,1.2764,39.752194114609836
2018-04-09,1.2729,39.5683453237405
2018-04-10,1.2618,37.65281173594077
2018-04-11,1.2584,38.099950519544315
2018-04-12,1.2596,39.02686264571674
2018-04-13,1.2597,36.45880746472443
2018-04-16,1.2579,27.89256198347114
2018-04-17,1.2552,27.835051546391824
2018-04-18,1.2614,19.271948608136682
2018-04-19,1.2633,35.17786561264802
2018-04-20,1.2728,36.43410852713201
2018-04-23,1.2833,52.55474452554745
2018-04-24,1.2828,55.95432300163148
2018-04-25,1.2869,58.632478632478495
2018-04-26,1.2862,55.52486187845296
2018-04-27,1.2857,58.703271028037456
2018-04-30,1.2836,74.94407158836684
2018-05-01,1.2867,77.57622539560025
2018-05-02,1.2851,78.52125693160812
2018-05-03,1.2862,80.6199021207177
2018-05-04,1.2861,79.38931297709924
2018-05-07,1.2864,85.0136239782015
2018-05-08,1.2963,82.61851015801338
2018-05-09,1.2856,85.71428571428558
2018-05-10,1.2775,67.62158560959372
2018-05-11,1.2779,54.91651205936916
2018-05-14,1.2775,48.09160305343519
2018-05-15,1.2876,49.456975772765354
2018-05-16,1.2809,55.280685061845936
2018-05-17,1.2801,49.44680851063817
2018-05-18,1.288,50.56570931244554
2018-05-22,1.2786,54.95638382236327
2018-05-23,1.2876,48.90613973182785
2018-05-24,1.2891,54.787676935886815
2018-05-25,1.2974,48.14282782680067
2018-05-28,1.3001,52.79282645245663
2018-05-29,1.302,48.64864864864866
2018-05-30,1.2897,50.70354196991747
2018-05-31,1.2948,46.88200986989679
2018-06-01,1.2964,49.541870871510696
2018-06-04,1.2928,42.26713532513172
2018-06-05,1.2993,41.99823165340396
2018-06-06,1.2913,43.10971179462337
2018-06-07,1.2972,37.26187984090424
2018-06-08,1.2962,36.193314881839385
2018-06-11,1.2993,43.13625983252988
2018-06-12,1.3004,39.51417004048574
2018-06-13,1.2988,39.25182976416381
2018-06-14,1.3052,39.68705547652903
2018-06-15,1.3177,42.70270270270262
2018-06-18,1.3208,49.88179669030737
2018-06-19,1.3276,58.64077669902909
2018-06-20,1.3301,59.531348955034815
2018-06-21,1.331,59.98747651847218
2018-06-22,1.3308,58.00316957210788
2018-06-25,1.3303,63.51351351351368
2018-06-26,1.3306,85.06787330316797
2018-06-27,1.3307,83.17280453257848
2018-06-28,1.3267,82.75862068965534
2018-06-29,1.3168,70.39164490861631
2018-07-03,1.3154,55.70745044429253
2018-07-04,1.3143,56.013745704467304
2018-07-05,1.3129,56.77139761646819
2018-07-06,1.3105,46.35089415176387
2018-07-09,1.3097,44.79661912308501
2018-07-10,1.3125,28.264462809917646
2018-07-11,1.3151,29.830234438155827
2018-07-12,1.3166,37.553956834531775
2018-07-13,1.3171,35.201928872814676
2018-07-16,1.3137,30.232558139534447
2018-07-17,1.3187,32.96703296703271
2018-07-18,1.3204,44.84629294755851
2018-07-19,1.3255,44.64043419267291
2018-07-20,1.3142,61.049284578696536
2018-07-23,1.3156,44.6511627906978
2018-07-24,1.3157,40.01554001554013
2018-07-25,1.3088,33.948339483395046
2018-07-26,1.3065,29.11392405063286
2018-07-27,1.3062,27.794561933534638
2018-07-30,1.3021,31.614270575768245
2018-07-31,1.3017,31.666091755777842
2018-08-01,1.3002,35.937499999999915
2018-08-02,1.3014,41.33644133644126
2018-08-03,1.2983,38.696149447197485
2018-08-07,1.3023,33.70288248337006
2018-08-08,1.3052,38.7043870438702
2018-08-09,1.304,33.937251436146454
2018-08-10,1.3113,43.68600682593836
2018-08-13,1.3136,55.605381165918914
2018-08-14,1.3087,58.85286783042393
2018-08-15,1.3138,61.40503035559412
2018-08-16,1.3152,63.18289786223294
2018-08-17,1.3081,57.710651828298865
2018-08-20,1.3065,53.26485693323559
2018-08-21,1.3036,51.67259786476863
2018-08-22,1.3016,49.93122420907853
2018-08-23,1.3063,54.06312961719296
2018-08-24,1.3036,54.653074646497934
2018-08-27,1.2986,55.24475524475534
2018-08-28,1.2917,54.84508899143049
2018-08-29,1.2931,50.135583006929785
2018-08-30,1.298,41.8686336494555
2018-08-31,1.3055,45.826513911620154
2018-09-04,1.3182,50.84253341080778
2018-09-05,1.3185,57.423251132360335
2018-09-06,1.3188,56.58198614318715
2018-09-07,1.3164,56.36632200886261
2018-09-10,1.3163,55.448997384481345
2018-09-11,1.3141,58.79815100154083
2018-09-12,1.3014,58.54556612457812
2018-09-13,1.2997,49.69871626932135
2018-09-14,1.3033,50.49241416023421
2018-09-17,1.3019,50.30038230475148
2018-09-18,1.2992,56.20994812328358
2018-09-19,1.2947,59.57014231774617
2018-09-20,1.2905,58.49565477974218
2018-09-21,1.2916,54.379692527707945
2018-09-24,1.2935,27.21049629207033
2018-09-25,1.2948,32.73589878755914
2018-09-26,1.2975,35.78258681429244
2018-09-27,1.3045,36.50452001721911
2018-09-28,1.2945,41.121495327102686
2018-10-01,1.2803,35.565819861431734
2018-10-02,1.2817,34.66516601012938
2018-10-03,1.2832,30.563002680965084
2018-10-04,1.29,28.135405105438338
2018-10-05,1.2936,29.382593602777092
2018-10-09,1.2965,26.94300518134726
2018-10-10,1.2992,24.1857981847304
2018-10-11,1.3038,19.819277108433695
2018-10-12,1.3031,21.474926253687315
2018-10-15,1.2993,29.361702127659427
2018-10-16,1.2938,33.95551009971868
2018-10-17,1.2994,35.789720722834986
2018-10-18,1.3057,34.71725125268442
2018-10-19,1.3104,39.39899833055098
2018-10-22,1.3105,54.60735360871538
2018-10-23,1.3098,53.7892791127541
2018-10-24,1.3029,60.77393075356437
2018-10-25,1.3076,51.994544834640195
2018-10-26,1.3108,52.878179384203456
2018-10-29,1.3119,53.11355311355305
2018-10-30,1.3133,51.83031132398231
2018-10-31,1.3142,49.04089757509936
2018-11-01,1.3088,42.408178720181894
2018-11-02,1.3105,40.21543985637351
2018-11-05,1.3096,40.66636239160183
2018-11-06,1.313,43.52144469525956
2018-11-07,1.3096,40.40019056693647
2018-11-08,1.3114,37.347215934812255
2018-11-09,1.3206,39.66870095902341
2018-11-13,1.3241,42.31660231660228
2018-11-14,1.3235,48.866631523458494
2018-11-15,1.3202,53.06329113924036
2018-11-16,1.3154,51.38516532618429
2018-11-19,1.3182,50.49961568024578
2018-11-20,1.3259,52.047654504840054
2018-11-21,1.327,58.37104072398195
2018-11-22,1.3205,60.00000000000011
2018-11-23,1.3228,56.45933014354073
2018-11-26,1.323,51.65692007797264
2018-11-27,1.3289,49.00616860863609
2018-11-28,1.3302,50.21834061135352
2018-11-29,1.3275,49.853372434017615
2018-11-30,1.3301,46.407185628742326
2018-12-03,1.3191,45.48915112295386
2018-12-04,1.3219,34.547557097427074
2018-12-05,1.3353,32.1880650994575
2018-12-06,1.3404,37.32547316165053
2018-12-07,1.3299,38.63912515188321
2018-12-10,1.3379,33.43772584919296
2018-12-11,1.3402,37.58753105940822
2018-12-12,1.3346,35.242172865935174
2018-12-13,1.3359,38.28808099401745
2018-12-14,1.3379,38.90660592255127
2018-12-17,1.3399,36.65564478034957
2018-12-18,1.3454,37.07179727827309
2018-12-19,1.345,33.251231527093566
2018-12-20,1.3495,40.66171181970743
2018-12-21,1.3566,46.0255152109912
2018-12-24,1.3589,48.21092278719399
2018-12-27,1.3641,42.16614090431132
2018-12-28,1.3638,42.22689075630258
2018-12-31,1.3642,65.68627450980323
2019-01-02,1.36,60.82089552238746
2019-01-03,1.3501,56.189151599443434
2019-01-04,1.341,47.64150943396219
2019-01-07,1.3313,43.1290898274835
2019-01-08,1.3293,40.78549848942589
2019-01-09,1.3221,45.03345342254238
2019-01-10,1.3234,42.16216216216243
2019-01-11,1.3259,36.400000000000055
2019-01-14,1.3269,34.093264248705
2019-01-15,1.3266,25.89571803087692
2019-01-16,1.3248,28.041793056960174
2019-01-17,1.3294,20.81850533807851
2019-01-18,1.326,26.185704742819027
2019-01-21,1.3297,30.76363636363608
2019-01-22,1.334,32.56681168427582
2019-01-23,1.3348,37.73234200743485
2019-01-24,1.3351,38.999999999999936
2019-01-25,1.3256,44.026653974298085
2019-01-28,1.326,34.24657534246566
2019-01-29,1.3266,35.89743589743594
2019-01-30,1.3192,35.03368623676627
2019-01-31,1.3144,30.461777260380074
2019-02-01,1.3095,31.658291457286424
2019-02-04,1.3127,28.3783783783784
2019-02-05,1.3134,27.16236722306516
2019-02-06,1.319,22.580645161290178
2019-02-07,1.3285,24.669603524228947
2019-02-08,1.327,29.79472140762455
2019-02-11,1.3294,31.940660006054983
2019-02-12,1.3248,33.550103458468755
2019-02-13,1.324,36.994219653179194
2019-02-14,1.3298,44.44444444444462
2019-02-15,1.3266,49.820788530466004
2019-02-19,1.3238,53.846153846153854
2019-02-20,1.3169,58.40490797546032
2019-02-21,1.3196,56.23154164205548
2019-02-22,1.3173,56.41509433962263
2019-02-25,1.3174,58.497652582159525
2019-02-26,1.3195,57.94481446241671
2019-02-27,1.3145,54.401650618982046
2019-02-28,1.3169,43.61215147732012
2019-03-01,1.326,41.39641358260211
2019-03-04,1.3317,50.29126213592251
2019-03-05,1.3345,53.24427480916038
2019-03-06,1.342,48.714693748016366
2019-03-07,1.3438,50.061804697156866
2019-03-08,1.3422,47.20496894409936
2019-03-11,1.3414,49.032258064515894
2019-03-12,1.3378,61.04417670682682
2019-03-13,1.3326,59.681697612732
2019-03-14,1.3327,54.858934169279074
2019-03-15,1.3342,54.858934169279074
2019-03-18,1.3345,54.382259767687565
2019-03-19,1.3292,55.31914893617009
2019-03-20,1.3317,52.173913043478116
2019-03-21,1.3366,45.679012345678984
2019-03-22,1.3411,44.76987447698727
2019-03-25,1.342,46.66666666666652
2019-03-26,1.3386,38.46153846153846
2019-03-27,1.3414,38.769230769230724
2019-03-28,1.3429,37.409149209063536
2019-03-29,1.3363,32.54817987152039
2019-04-01,1.3337,29.174664107485555
2019-04-02,1.3344,32.053985660059155
2019-04-03,1.3324,32.73486430062634
2019-04-04,1.3357,36.24349219062872
2019-04-05,1.3386,39.85644125425019
2019-04-08,1.3325,42.21635883905025
2019-04-09,1.3316,39.36287074331737
2019-04-10,1.3326,39.71291866028693
2019-04-11,1.3378,34.20365535248054
2019-04-12,1.3329,40.84507042253525
2019-04-15,1.3354,39.23337091319052
2019-04-16,1.3361,38.81952326901253
2019-04-17,1.3332,37.687861271676475
2019-04-18,1.3382,41.866438356164295
2019-04-22,1.3353,44.20921544209198
2019-04-23,1.3421,47.265774378584936
2019-04-24,1.3475,49.17444364680525
2019-04-25,1.3493,51.02040816326487
2019-04-26,1.346,50.070521861776825
2019-04-29,1.3456,54.364471669218766
2019-04-30,1.3423,55.20995334370106
2019-05-01,1.3416,57.023933402705424
2019-05-02,1.3462,58.46501128668141
2019-05-03,1.3429,62.984723854288895
2019-05-06,1.3456,62.7906976744185
2019-05-07,1.3476,64.61916461916431
2019-05-08,1.3466,63.5716959940095
2019-05-09,1.3483,64.59405940594048
2019-05-10,1.3418,64.1025641025642
2019-05-13,1.3457,53.43959731543629
2019-05-14,1.3469,51.29442738042997
2019-05-15,1.3451,50.37997317836395
2019-05-16,1.3439,52.49184909175576
2019-05-17,1.3468,51.34396355353101
2019-05-21,1.3413,52.90023201856145
2019-05-22,1.341,45.76475311120036
2019-05-23,1.3478,46.153846153845926
2019-05-24,1.3447,52.71446332366373
2019-05-27,1.3442,52.66368442456296
2019-05-28,1.3477,57.01943844492459
2019-05-29,1.3514,55.24861878453025
2019-05-30,1.3501,57.591623036649096
2019-05-31,1.3527,65.19898391193911
2019-06-03,1.347,63.804491413474466
2019-06-04,1.3414,61.660079051383384
2019-06-05,1.3401,57.35294117647052
2019-06-06,1.3378,57.24770642201829
2019-06-07,1.3283,59.33280381254971
2019-06-10,1.3267,55.787901418969426
2019-06-11,1.3278,54.72527472527471
2019-06-12,1.3303,44.248985115020155
2019-06-13,1.3324,43.54183590576756
2019-06-14,1.3385,39.84575835475565
2019-06-17,1.3407,43.61445783132541
2019-06-18,1.3394,41.500000000000036
2019-06-19,1.3343,41.49999999999984
2019-06-20,1.3191,40.875912408759156
2019-06-21,1.3212,34.83670295489891
2019-06-24,1.3194,34.099848714069594
2019-06-25,1.3174,33.79310344827577
2019-06-26,1.313,33.97648477539934
2019-06-27,1.3111,37.42942544005307
2019-06-28,1.3087,37.206999009574076
2019-07-02,1.3114,41.30808950086041
2019-07-03,1.3073,41.62957891133153
2019-07-04,1.3059,43.553749538233994
2019-07-05,1.3099,37.07627118644041
2019-07-08,1.3081,42.55319148936156
2019-07-09,1.3127,42.24675948151694
2019-07-10,1.3092,46.27782041442803
2019-07-11,1.3071,56.40785781103823
2019-07-12,1.3038,59.7251585623677
2019-07-15,1.3039,58.337635518843555
2019-07-16,1.3052,50.741839762611264
2019-07-17,1.3053,49.77951984321386
2019-07-18,1.3069,44.53280318091429
2019-07-19,1.3071,43.243243243243164
2019-07-22,1.3103,38.636363636363576
2019-07-23,1.3142,43.818920487522036
2019-07-24,1.3137,44.10911201392923
2019-07-25,1.3146,45.56500607533425
2019-07-26,1.3182,42.9149797570851
2019-07-29,1.3159,41.33148404993089
2019-07-30,1.3168,44.67766116941587
2019-07-31,1.3148,43.72693726937333
2019-08-01,1.3217,49.68553459119511
2019-08-02,1.3225,58.54922279792784
2019-08-06,1.3253,58.00524934383246
2019-08-07,1.3322,60.78431372549055
2019-08-08,1.3257,65.29284164859044
2019-08-09,1.3221,54.044283777677684
2019-08-12,1.3234,52.829442026118016
2019-08-13,1.3236,50.27117229870664
2019-08-14,1.3311,42.857142857142904
2019-08-15,1.3325,48.81516587677724
2019-08-16,1.3286,46.97217675941081
2019-08-19,1.3298,44.358578052550165
2019-08-20,1.3323,44.61538461538471
2019-08-21,1.3278,40.29850746268661
2019-08-22,1.3293,37.14609286523217
2019-08-23,1.331,37.8035113933507
2019-08-26,1.3279,36.76414736042541
2019-08-27,1.3267,33.35904357886618
2019-08-28,1.3301,39.88012909174719
2019-08-29,1.3296,42.00913242009138
2019-08-30,1.3295,47.87759131293181
2019-09-03,1.3343,55.30484877580382
2019-09-04,1.3263,51.53565851119219
2019-09-05,1.3228,45.26766595289087
2019-09-06,1.3174,45.73777585460842
2019-09-09,1.3155,45.81788215904393
2019-09-10,1.3153,47.63231197771585
2019-09-11,1.3181,51.76589303733592
2019-09-12,1.3205,54.45450214387851
2019-09-13,1.3257,55.78168362627226
2019-09-16,1.3248,58.86075949367097
2019-09-17,1.3257,59.212097095105484
2019-09-18,1.3271,55.68525724167767
2019-09-19,1.3259,50.5154639175259
2019-09-20,1.3275,49.17703733440413
2019-09-23,1.327,44.15527128363458
2019-09-24,1.3249,55.09080902586667
2019-09-25,1.327,57.7611079053664
2019-09-26,1.326,67.39726027397283
2019-09-27,1.3249,70.4366499642097
2019-09-30,1.3243,67.39726027397283
2019-10-01,1.3244,68.19484240687697
2019-10-02,1.3294,64.0485829959516
2019-10-03,1.333,63.636363636363406
2019-10-04,1.3317,65.96858638743505
2019-10-07,1.3306,67.36401673640219
2019-10-08,1.3323,69.03270702853197
2019-10-09,1.3324,68.11594202898569
2019-10-10,1.3294,65.62500000000043
2019-10-11,1.3198,59.036144578313184
2019-10-15,1.3211,45.3703703703705
2019-10-16,1.3201,43.749999999999844
2019-10-17,1.3143,43.749999999999844
2019-10-18,1.3132,38.06451612903214
2019-10-21,1.3096,37.545454545454255
2019-10-22,1.3094,41.397611676249305
2019-10-23,1.3086,36.08617594254917
2019-10-24,1.3075,27.31277533039581
2019-10-25,1.3064,27.45792736935273
