date,target,prev_decision,GDP_diff_prev,PMI_value,Employ_diff_prev,Rsales_diff_year,Unemp_diff_prev,Inertia_diff,Hsales_diff_year,Balanced_diff
2014-12-17,0,1,1.1649616444854691,57.6,271.5,3.462578210048292,0.09999999999999994,-0.045526494125759404,2.378210248802248,0.15237639601051012
2017-02-01,0,0,0.49688879606063624,54.5,172.0,1.4985180902165183,0.09999999999999994,0.2292649560747697,11.831542690675107,0.7589158324547951
2017-03-15,1,0,0.49688879606063624,57.6,201.5,2.42776689432695,0.03333333333333351,0.07813048456139698,14.906878905813295,0.14369957645124498
2017-05-03,0,1,0.4719310419164807,56.6,166.0,1.9542021586198772,0.09999999999999994,0.09435816307912442,15.742822932546796,0.1392572451120906
2017-06-14,1,0,0.4719310419164807,55.5,214.0,2.2936816450377364,0.06666666666666643,0.11188633000423942,14.591357170118144,0.07058556861147802
2017-07-26,0,1,0.4719310419164807,56.7,210.0,1.7565883681720855,0.03333333333333351,0.11588722440363763,14.077412177099989,0.054571537007877424
2017-09-20,1,0,0.5597648226707356,59.3,164.0,1.6159787871941895,0.0,0.11067918658255621,9.793659328198983,0.09849909407207447
2017-11-01,0,1,0.7191499912039876,60.2,122.0,2.137036252944177,0.0,0.004524581946888873,8.885418744661285,0.025366072930680605
2017-12-13,1,0,0.7191499912039876,58.2,170.5,3.2280218743495777,0.06666666666666672,-0.015609330243014696,9.039727394853534,0.04590757252368327
2018-01-31,0,1,0.9403998383337081,59.3,188.0,3.360886202951397,0.06666666666666672,0.07065121045110878,10.251669047971658,0.059684177057098386
2018-03-21,1,0,0.9403998383337081,60.7,267.5,1.8902963685276877,0.03333333333333351,0.0463371983286921,8.750672925209422,0.1074329991446128
2018-05-02,0,1,0.7628540361272956,59.3,313.5,2.1310277482653666,0.033333333333333215,0.052776583993290216,7.4914741896457855,0.10283480979503068
2018-06-13,1,0,0.7628540361272956,58.7,256.0,2.544089894210242,0.09999999999999994,0.041607271416867264,7.718547629767328,0.21094555845939134
2018-08-01,0,1,0.8339109088382559,60.0,258.0,2.8770402064654466,0.0,0.0690632754534819,6.705055258951057,0.25207859393108967
2018-09-26,1,0,0.8339109088382559,60.8,142.5,3.052039028855253,0.0,0.058533357811971665,9.255703501054557,0.3365335852220013
2018-11-08,0,1,0.4819525590204151,57.5,101.0,1.3339353784085397,0.0,0.08449413114827087,6.012827585809998,0.25825647170503174
2018-12-19,1,0,0.4819525590204151,58.8,123.5,1.5043232127093287,0.0,0.10691582952129386,2.706837183072942,0.19490788979004714
2019-01-30,0,1,0.4819525590204151,54.3,175.0,0.10918928350904222,-0.06666666666666658,0.1162948601209568,0.10081089118932758,0.1899016910600908
